txn_id,txn_hour,txn_amount,amount_deviation,txn_velocity,behavior_score,payment_channel,risk_flag
TXN02717,9,940.81,-0.06,0.34,0.15,DebitCard,0
TXN02718,20,1046.03,0.3,0.13,0.24,UPI,0
TXN02719,14,664.27,0.07,0.41,0.18,CreditCard,0
TXN02720,21,764.12,0.1,0.57,0.08,DebitCard,0
TXN02721,9,599.91,-0.24,0.45,0.33,DebitCard,0
TXN02722,9,598.11,0.02,0.55,0.32,DebitCard,0
TXN02723,16,245.8,0.08,0.34,0.29,DebitCard,0
TXN02724,14,832.99,-0.38,0.44,0.11,CreditCard,0
TXN02725,21,201.27,-0.21,0.67,0.05,CreditCard,0
TXN02726,15,896.4,-0.17,0.45,0.18,DebitCard,0
TXN02727,12,345.16,-0.13,0.52,0.16,CreditCard,0
TXN02728,18,968.99,-0.21,0.77,0.33,CreditCard,0
TXN02729,15,837.45,-0.47,0.52,0.06,UPI,0
TXN02730,14,796.31,-0.17,0.37,0.22,UPI,0
TXN02731,18,421.13,0.08,0.52,0.32,UPI,0
TXN02732,18,648.52,0.04,0.26,0.09,CreditCard,0
TXN02733,18,869.55,-0.21,0.49,0.31,CreditCard,0
TXN02734,11,769.12,-0.27,0.15,0.28,DebitCard,0
TXN02735,18,335.35,0.2,0.24,0.14,DebitCard,0
TXN02736,18,625.77,-0.45,0.28,0.15,CreditCard,0
TXN02737,21,654.6,0.04,0.15,0.29,UPI,0
TXN02738,17,398.1,-0.22,0.18,0.21,UPI,0
TXN02739,8,1065.36,-0.39,0.32,0.13,UPI,0
TXN02740,14,314.85,0.17,0.4,0.09,UPI,0
TXN02741,17,1034.88,0.37,0.64,0.07,CreditCard,0
TXN02742,15,1089.64,-0.1,0.73,0.15,CreditCard,0
TXN02743,20,938.63,0.15,0.35,0.24,CreditCard,0
TXN02744,15,277.09,0.31,0.19,0.13,DebitCard,0
TXN02745,22,379.34,0.17,0.12,0.14,DebitCard,0
TXN02746,19,1125.99,-0.3,0.14,0.27,CreditCard,0
TXN02747,18,257.96,0.37,0.59,0.13,CreditCard,0
TXN02748,13,1007.65,0.15,0.12,0.29,CreditCard,0
TXN02749,16,1142.11,-0.12,0.23,0.17,UPI,0
TXN02750,12,440.14,0.06,0.37,0.32,DebitCard,0
TXN02751,21,487.48,0.24,0.67,0.34,CreditCard,0
TXN02752,19,944.51,0.48,0.46,0.09,DebitCard,0
TXN02753,17,658.61,-0.42,0.6,0.29,DebitCard,0
TXN02754,18,782.99,-0.26,0.25,0.1,UPI,0
TXN02755,13,1181.72,-0.07,0.45,0.19,DebitCard,0
TXN02756,15,684.31,-0.29,0.36,0.17,CreditCard,0
TXN02757,19,964.21,0.25,0.49,0.12,CreditCard,0
TXN02758,19,754.42,0.2,0.3,0.34,CreditCard,0
TXN02759,15,600.32,0.34,0.25,0.21,UPI,0
TXN02760,8,544.73,0.43,0.35,0.23,UPI,0
TXN02761,20,1135.02,-0.39,0.24,0.09,UPI,0
TXN02762,9,889.22,0.46,0.39,0.07,DebitCard,0
TXN02763,9,556.64,0.48,0.2,0.21,DebitCard,0
TXN02764,9,847.84,0.01,0.64,0.05,UPI,0
TXN02765,22,1198.47,0.37,0.74,0.19,CreditCard,0
TXN02766,11,510.56,-0.16,0.66,0.23,UPI,0
TXN02767,17,788.27,-0.14,0.61,0.06,DebitCard,0
TXN02768,20,982.45,-0.36,0.52,0.25,DebitCard,0
TXN02769,11,487.28,0.49,0.42,0.25,UPI,0
TXN02770,18,919.39,-0.33,0.24,0.12,DebitCard,0
TXN02771,15,1063.8,-0.32,0.43,0.06,UPI,0
TXN02772,18,937.67,-0.41,0.24,0.27,UPI,0
TXN02773,8,1151.65,0.35,0.6,0.31,DebitCard,0
TXN02774,9,721.63,-0.01,0.12,0.31,DebitCard,0
TXN02775,9,334.31,-0.06,0.74,0.23,UPI,0
TXN02776,20,238.31,0.4,0.16,0.27,DebitCard,0
TXN02777,22,433.26,0.14,0.51,0.09,DebitCard,0
TXN02778,17,660.8,-0.45,0.69,0.09,DebitCard,0
TXN02779,18,416.15,0.39,0.44,0.28,DebitCard,0
TXN02780,19,1016.68,-0.19,0.71,0.08,CreditCard,0
TXN02781,20,493.44,0.31,0.44,0.29,CreditCard,0
TXN02782,12,275.05,-0.25,0.26,0.24,UPI,0
TXN02783,18,1040.94,-0.37,0.53,0.18,DebitCard,0
TXN02784,18,518.93,-0.5,0.73,0.34,UPI,0
TXN02785,20,634.38,-0.46,0.37,0.18,UPI,0
TXN02786,17,227.04,-0.4,0.35,0.31,UPI,0
TXN02787,13,675.35,0.33,0.34,0.11,CreditCard,0
TXN02788,16,535.56,-0.45,0.3,0.29,UPI,0
TXN02789,11,396.21,-0.2,0.43,0.19,CreditCard,0
TXN02790,10,658.84,0.28,0.49,0.16,CreditCard,0
TXN02791,22,1010.41,-0.12,0.56,0.3,CreditCard,0
TXN02792,8,662.17,0.08,0.75,0.15,UPI,0
TXN02793,20,444.1,-0.47,0.29,0.29,DebitCard,0
TXN02794,10,513.05,-0.19,0.13,0.08,CreditCard,0
TXN02795,13,954.39,-0.36,0.79,0.05,DebitCard,0
TXN02796,15,423.67,-0.42,0.43,0.3,DebitCard,0
TXN02797,11,956.44,-0.47,0.38,0.1,CreditCard,0
TXN02798,10,825.72,-0.28,0.7,0.27,CreditCard,0
TXN02799,11,966.52,0.37,0.54,0.23,DebitCard,0
TXN02800,17,886.17,0.21,0.66,0.1,UPI,0
TXN02801,20,1021.92,0.27,0.49,0.31,CreditCard,0
TXN02802,21,1061.72,-0.12,0.11,0.05,DebitCard,0
TXN02803,20,689.06,0.44,0.79,0.32,CreditCard,0
TXN02804,13,1053.76,-0.3,0.23,0.26,CreditCard,0
TXN02805,10,576.82,0.03,0.65,0.2,UPI,0
TXN02806,21,397.33,0.21,0.46,0.15,UPI,0
TXN02807,19,878.51,0.43,0.55,0.14,CreditCard,0
TXN02808,16,843.1,-0.02,0.54,0.18,UPI,0
TXN02809,16,660.87,0.36,0.65,0.23,UPI,0
TXN02810,20,283.03,-0.16,0.25,0.15,CreditCard,0
TXN02811,13,588.7,-0.17,0.59,0.22,UPI,0
TXN02812,20,301.54,-0.16,0.38,0.14,CreditCard,0
TXN02813,22,322.51,-0.49,0.49,0.2,DebitCard,0
TXN02814,13,363.46,0.01,0.5,0.3,UPI,0
TXN02815,10,216.6,-0.49,0.74,0.33,UPI,0
TXN02816,12,618.76,-0.44,0.56,0.34,UPI,0
TXN02817,10,410.67,0.16,0.7,0.23,CreditCard,0
TXN02818,16,690.37,-0.45,0.37,0.26,DebitCard,0
TXN02819,12,320.39,-0.46,0.71,0.24,UPI,0
TXN02820,21,1170.6,-0.17,0.64,0.24,UPI,0
TXN02821,11,975.62,0.11,0.55,0.29,CreditCard,0
TXN02822,17,1148.2,0.34,0.5,0.1,UPI,0
TXN02823,22,297.73,0.35,0.38,0.3,UPI,0
TXN02824,17,1104.25,0.11,0.5,0.1,UPI,0
TXN02825,10,310.13,-0.07,0.67,0.05,UPI,0
TXN02826,19,616.35,-0.46,0.11,0.32,UPI,0
TXN02827,16,986.1,0.17,0.46,0.31,CreditCard,0
TXN02828,14,950.75,0.4,0.51,0.26,CreditCard,0
TXN02829,10,889.23,-0.22,0.57,0.06,UPI,0
TXN02830,17,1198.02,-0.45,0.47,0.27,UPI,0
TXN02831,14,1088.26,-0.22,0.53,0.35,DebitCard,0
TXN02832,21,871.67,0.34,0.13,0.24,UPI,0
TXN02833,22,641.63,-0.2,0.24,0.29,UPI,0
TXN02834,20,453.37,-0.44,0.66,0.1,CreditCard,0
TXN02835,13,594.89,-0.14,0.54,0.31,CreditCard,0
TXN02836,16,329.53,0.33,0.68,0.09,UPI,0
TXN02837,18,620.37,0.06,0.29,0.35,UPI,0
TXN02838,9,236.89,-0.12,0.78,0.18,DebitCard,0
TXN02839,18,950.15,0.2,0.36,0.21,UPI,0
TXN02840,22,741.57,0.07,0.51,0.33,DebitCard,0
TXN02841,19,770.89,0.47,0.73,0.06,UPI,0
TXN02842,8,900.94,0.1,0.55,0.26,DebitCard,0
TXN02843,10,281.39,-0.45,0.34,0.3,CreditCard,0
TXN02844,11,226.54,0.37,0.11,0.09,UPI,0
TXN02845,18,948.42,-0.37,0.38,0.3,UPI,0
TXN02846,21,1131.73,0.04,0.15,0.29,UPI,0
TXN02847,15,520.51,0.28,0.51,0.24,DebitCard,0
TXN02848,20,753.46,-0.17,0.14,0.13,DebitCard,0
TXN02849,15,403.96,0.47,0.55,0.26,CreditCard,0
TXN02850,12,823.71,-0.09,0.17,0.08,UPI,0
TXN02851,11,1154.25,-0.1,0.21,0.14,DebitCard,0
TXN02852,17,750.89,0.15,0.19,0.3,DebitCard,0
TXN02853,18,727.84,-0.11,0.64,0.08,DebitCard,0
TXN02854,10,590.65,-0.1,0.3,0.23,UPI,0
TXN02855,11,1026.99,-0.06,0.32,0.12,UPI,0
TXN02856,15,713.99,-0.03,0.11,0.34,CreditCard,0
TXN02857,16,641.07,-0.14,0.41,0.33,CreditCard,0
TXN02858,8,701.15,-0.05,0.54,0.31,CreditCard,0
TXN02859,8,228.11,0.49,0.38,0.24,DebitCard,0
TXN02860,8,578.2,0.03,0.78,0.22,UPI,0
TXN02861,11,490.1,0.1,0.74,0.2,DebitCard,0
TXN02862,14,1147.43,-0.07,0.51,0.32,UPI,0
TXN02863,13,394.23,0.35,0.7,0.1,UPI,0
TXN02864,18,574.09,0.21,0.69,0.34,UPI,0
TXN02865,12,558.87,-0.35,0.71,0.23,CreditCard,0
TXN02866,11,616.2,0.44,0.11,0.11,UPI,0
TXN02867,11,934.89,0.07,0.26,0.15,DebitCard,0
TXN02868,21,451.57,-0.01,0.19,0.18,DebitCard,0
TXN02869,10,281.75,-0.43,0.17,0.26,CreditCard,0
TXN02870,13,1148.26,-0.13,0.33,0.29,CreditCard,0
TXN02871,10,729.71,-0.26,0.21,0.21,CreditCard,0
TXN02872,21,259.28,-0.08,0.78,0.2,DebitCard,0
TXN02873,14,1159.39,-0.28,0.66,0.11,CreditCard,0
TXN02874,15,626.84,-0.11,0.21,0.06,DebitCard,0
TXN02875,14,664.09,-0.12,0.63,0.17,UPI,0
TXN02876,14,1186.88,-0.18,0.51,0.28,UPI,0
TXN02877,13,443.44,0.11,0.37,0.28,UPI,0
TXN02878,13,860.38,0.38,0.29,0.19,DebitCard,0
TXN02879,14,456.48,-0.03,0.33,0.06,CreditCard,0
TXN02880,17,598.49,-0.0,0.39,0.25,UPI,0
TXN02881,16,1019.92,0.21,0.77,0.14,DebitCard,0
TXN02882,10,1129.27,0.5,0.75,0.12,UPI,0
TXN02883,17,503.73,0.11,0.47,0.3,DebitCard,0
TXN02884,20,926.12,-0.24,0.43,0.24,DebitCard,0
TXN02885,10,418.0,0.14,0.55,0.3,UPI,0
TXN02886,18,533.84,0.11,0.25,0.33,DebitCard,0
TXN02887,8,908.21,-0.03,0.26,0.33,CreditCard,0
TXN02888,15,589.38,0.34,0.68,0.34,DebitCard,0
TXN02889,18,1038.26,0.39,0.51,0.23,DebitCard,0
TXN02890,10,543.11,-0.2,0.7,0.25,UPI,0
TXN02891,11,1095.5,0.47,0.69,0.23,DebitCard,0
TXN02892,15,604.07,0.44,0.42,0.34,CreditCard,0
TXN02893,12,1036.48,0.48,0.15,0.26,CreditCard,0
TXN02894,22,244.39,0.29,0.26,0.08,DebitCard,0
TXN02895,13,548.79,0.32,0.3,0.19,UPI,0
TXN02896,19,624.03,0.33,0.63,0.3,UPI,0
TXN02897,19,897.81,0.16,0.35,0.12,DebitCard,0
TXN02898,19,749.19,0.43,0.44,0.32,CreditCard,0
TXN02899,10,570.16,0.27,0.51,0.1,CreditCard,0
TXN02900,14,1162.11,-0.18,0.52,0.25,CreditCard,0
TXN02901,12,1070.78,0.04,0.26,0.27,DebitCard,0
TXN02902,19,968.05,0.03,0.72,0.13,CreditCard,0
TXN02903,10,366.84,-0.32,0.14,0.06,DebitCard,0
TXN02904,18,673.36,0.45,0.59,0.13,CreditCard,0
TXN02905,16,387.17,0.07,0.17,0.09,DebitCard,0
TXN02906,8,345.84,0.14,0.79,0.22,UPI,0
TXN02907,22,754.96,-0.05,0.18,0.28,DebitCard,0
TXN02908,14,541.19,0.36,0.21,0.06,UPI,0
TXN02909,8,1159.48,0.05,0.16,0.13,UPI,0
TXN02910,22,580.04,-0.19,0.67,0.13,CreditCard,0
TXN02911,22,624.92,-0.01,0.68,0.1,UPI,0
TXN02912,22,721.1,-0.36,0.2,0.08,DebitCard,0
TXN02913,8,893.42,0.34,0.42,0.06,UPI,0
TXN02914,20,243.88,-0.47,0.49,0.29,CreditCard,0
TXN02915,11,994.54,-0.42,0.4,0.21,DebitCard,0
TXN02916,8,593.38,0.09,0.73,0.06,DebitCard,0
TXN02917,17,869.5,0.1,0.76,0.31,CreditCard,0
TXN02918,21,611.77,0.31,0.23,0.23,DebitCard,0
TXN02919,12,344.51,-0.24,0.13,0.13,CreditCard,0
TXN02920,16,1027.33,0.47,0.43,0.15,UPI,0
TXN02921,19,534.46,0.12,0.66,0.29,DebitCard,0
TXN02922,22,417.51,0.3,0.7,0.21,CreditCard,0
TXN02923,8,459.48,-0.21,0.67,0.1,CreditCard,0
TXN02924,12,325.57,-0.27,0.32,0.3,UPI,0
TXN02925,20,456.48,-0.38,0.66,0.22,UPI,0
TXN02926,15,1042.85,-0.12,0.55,0.28,UPI,0
TXN02927,10,1154.88,-0.38,0.32,0.06,CreditCard,0
TXN02928,14,939.6,0.2,0.35,0.33,UPI,0
TXN02929,14,427.78,-0.13,0.26,0.07,DebitCard,0
TXN02930,11,372.44,-0.33,0.18,0.18,DebitCard,0
TXN02931,15,1040.96,-0.24,0.42,0.22,CreditCard,0
TXN02932,18,678.22,-0.4,0.35,0.13,CreditCard,0
TXN02933,10,330.86,-0.2,0.77,0.22,CreditCard,0
TXN02934,8,1125.48,-0.48,0.55,0.27,UPI,0
TXN02935,10,344.63,0.35,0.78,0.17,UPI,0
TXN02936,19,667.93,-0.44,0.34,0.21,UPI,0
TXN02937,21,643.18,0.34,0.27,0.19,CreditCard,0
TXN02938,16,745.62,0.47,0.65,0.35,DebitCard,0
TXN02939,10,892.58,-0.09,0.14,0.34,CreditCard,0
TXN02940,16,263.68,0.12,0.48,0.27,DebitCard,0
TXN02941,9,652.3,0.28,0.54,0.19,CreditCard,0
TXN02942,10,288.41,-0.24,0.42,0.31,DebitCard,0
TXN02943,8,1079.97,-0.07,0.2,0.1,DebitCard,0
TXN02944,13,917.29,0.49,0.36,0.26,DebitCard,0
TXN02945,22,1145.42,-0.0,0.7,0.34,DebitCard,0
TXN02946,13,444.06,-0.15,0.36,0.31,DebitCard,0
TXN02947,11,1054.89,-0.25,0.24,0.24,CreditCard,0
TXN02948,13,803.73,-0.2,0.18,0.21,CreditCard,0
TXN02949,10,648.49,0.5,0.43,0.24,UPI,0
TXN02950,20,971.87,-0.03,0.39,0.1,DebitCard,0
TXN02951,13,700.47,0.16,0.35,0.06,DebitCard,0
TXN02952,8,808.8,-0.36,0.57,0.27,DebitCard,0
TXN02953,16,898.24,-0.21,0.37,0.26,DebitCard,0
TXN02954,14,841.72,0.05,0.55,0.33,DebitCard,0
TXN02955,13,774.0,-0.01,0.61,0.15,DebitCard,0
TXN02956,22,918.12,-0.23,0.25,0.09,UPI,0
TXN02957,8,537.16,0.39,0.13,0.13,CreditCard,0
TXN02958,15,940.58,-0.34,0.52,0.21,CreditCard,0
TXN02959,11,1191.15,0.19,0.11,0.26,UPI,0
TXN02960,21,314.33,-0.41,0.12,0.23,CreditCard,0
TXN02961,17,547.44,0.4,0.24,0.05,CreditCard,0
TXN02962,12,732.64,0.46,0.51,0.11,CreditCard,0
TXN02963,14,794.62,0.08,0.34,0.21,DebitCard,0
TXN02964,15,354.03,0.34,0.47,0.13,CreditCard,0
TXN02965,21,578.56,-0.48,0.71,0.22,UPI,0
TXN02966,14,1039.05,0.17,0.47,0.18,DebitCard,0
TXN02967,15,729.79,0.2,0.11,0.09,UPI,0
TXN02968,21,521.67,-0.27,0.15,0.19,UPI,0
TXN02969,15,1080.53,0.48,0.69,0.22,DebitCard,0
TXN02970,15,1075.39,0.11,0.29,0.17,CreditCard,0
TXN02971,16,647.67,0.0,0.48,0.33,UPI,0
TXN02972,9,225.2,0.29,0.72,0.3,CreditCard,0
TXN02973,11,1017.96,-0.13,0.17,0.35,CreditCard,0
TXN02974,13,881.51,0.45,0.44,0.27,UPI,0
TXN02975,12,600.58,0.21,0.22,0.26,CreditCard,0
TXN02976,16,476.91,-0.03,0.79,0.3,DebitCard,0
TXN02977,15,982.98,0.13,0.6,0.17,DebitCard,0
TXN02978,10,761.18,0.29,0.21,0.21,UPI,0
TXN02979,21,703.71,0.35,0.58,0.16,CreditCard,0
TXN02980,18,1125.79,0.34,0.58,0.05,DebitCard,0
TXN02981,15,764.88,-0.09,0.73,0.19,CreditCard,0
TXN02982,13,626.93,0.17,0.47,0.23,CreditCard,0
TXN02983,18,597.56,-0.44,0.5,0.22,UPI,0
TXN02984,10,908.47,-0.0,0.25,0.13,DebitCard,0
TXN02985,22,704.72,0.26,0.69,0.29,UPI,0
TXN02986,18,278.48,0.02,0.28,0.11,DebitCard,0
TXN02987,14,415.22,-0.41,0.45,0.23,CreditCard,0
TXN02988,17,213.99,-0.23,0.6,0.31,UPI,0
TXN02989,9,869.87,-0.48,0.22,0.33,CreditCard,0
TXN02990,22,319.38,-0.29,0.55,0.22,CreditCard,0
TXN02991,10,1089.37,-0.36,0.35,0.24,CreditCard,0
TXN02992,12,778.4,0.14,0.53,0.24,UPI,0
TXN02993,10,429.11,0.05,0.25,0.22,UPI,0
TXN02994,22,961.28,0.06,0.33,0.19,DebitCard,0
TXN02995,15,257.34,-0.39,0.25,0.35,CreditCard,0
TXN02996,10,753.05,-0.14,0.63,0.23,CreditCard,0
TXN02997,9,272.79,-0.36,0.37,0.27,UPI,0
TXN02998,12,594.47,-0.27,0.37,0.12,UPI,0
TXN02999,20,643.16,0.38,0.13,0.28,CreditCard,0
TXN03000,21,300.77,-0.08,0.36,0.29,CreditCard,0
TXN03001,8,1134.1,0.09,0.55,0.14,CreditCard,0
TXN03002,18,200.12,-0.3,0.22,0.22,DebitCard,0
TXN03003,14,1064.18,0.39,0.18,0.26,CreditCard,0
TXN03004,8,825.44,-0.26,0.64,0.06,UPI,0
TXN03005,22,280.84,0.2,0.6,0.3,DebitCard,0
TXN03006,16,321.35,-0.21,0.25,0.07,CreditCard,0
TXN03007,16,744.41,-0.14,0.7,0.14,UPI,0
TXN03008,19,483.72,-0.27,0.12,0.32,DebitCard,0
TXN03009,8,903.92,0.03,0.23,0.25,CreditCard,0
TXN03010,22,363.48,0.11,0.52,0.26,DebitCard,0
TXN03011,15,287.37,-0.03,0.23,0.3,DebitCard,0
TXN03012,21,1170.38,0.25,0.36,0.13,CreditCard,0
TXN03013,15,259.57,0.37,0.75,0.22,UPI,0
TXN03014,17,769.72,0.14,0.21,0.14,DebitCard,0
TXN03015,20,986.57,0.04,0.44,0.07,CreditCard,0
TXN03016,22,480.52,-0.2,0.64,0.1,DebitCard,0
TXN03017,11,740.7,0.28,0.13,0.1,CreditCard,0
TXN03018,8,746.6,0.03,0.32,0.34,UPI,0
TXN03019,10,928.86,-0.03,0.23,0.26,CreditCard,0
TXN03020,20,1026.15,0.25,0.29,0.3,DebitCard,0
TXN03021,10,706.19,-0.17,0.58,0.21,UPI,0
TXN03022,14,385.99,-0.15,0.56,0.07,DebitCard,0
TXN03023,8,389.72,0.3,0.11,0.2,CreditCard,0
TXN03024,15,367.95,0.11,0.45,0.13,CreditCard,0
TXN03025,12,708.56,0.23,0.23,0.06,UPI,0
TXN03026,9,1103.97,-0.43,0.69,0.12,DebitCard,0
TXN03027,8,1134.07,0.27,0.53,0.11,UPI,0
TXN03028,22,752.89,0.5,0.54,0.2,UPI,0
TXN03029,12,387.18,-0.48,0.57,0.31,CreditCard,0
TXN03030,20,538.2,-0.27,0.67,0.31,DebitCard,0
TXN03031,18,844.59,0.26,0.49,0.2,DebitCard,0
TXN03032,21,301.39,0.07,0.5,0.15,CreditCard,0
TXN03033,20,857.79,0.24,0.15,0.19,UPI,0
TXN03034,22,543.54,0.17,0.32,0.31,DebitCard,0
TXN03035,14,360.89,-0.0,0.38,0.34,UPI,0
TXN03036,16,725.95,-0.31,0.69,0.3,DebitCard,0
TXN03037,13,741.51,-0.11,0.42,0.14,DebitCard,0
TXN03038,21,760.73,-0.4,0.12,0.07,DebitCard,0
TXN03039,12,629.32,0.15,0.36,0.11,DebitCard,0
TXN03040,21,695.53,-0.03,0.7,0.24,CreditCard,0
TXN03041,21,422.36,-0.45,0.67,0.28,UPI,0
TXN03042,12,328.74,-0.01,0.25,0.17,DebitCard,0
TXN03043,9,768.0,0.29,0.53,0.22,CreditCard,0
TXN03044,11,1073.66,-0.11,0.75,0.09,UPI,0
TXN03045,22,471.61,0.01,0.76,0.06,CreditCard,0
TXN03046,18,988.44,0.31,0.33,0.3,UPI,0
TXN03047,18,896.64,0.12,0.44,0.25,CreditCard,0
TXN03048,8,618.12,-0.42,0.62,0.2,UPI,0
TXN03049,20,1145.33,0.36,0.29,0.29,UPI,0
TXN03050,14,445.84,0.44,0.76,0.14,UPI,0
TXN03051,21,537.08,0.2,0.61,0.3,UPI,0
TXN03052,10,733.51,0.26,0.39,0.08,DebitCard,0
TXN03053,13,1148.92,-0.49,0.71,0.34,CreditCard,0
TXN03054,17,514.65,0.31,0.75,0.22,UPI,0
TXN03055,9,356.49,0.05,0.65,0.3,UPI,0
TXN03056,19,811.11,0.04,0.45,0.31,UPI,0
TXN03057,12,431.46,0.42,0.69,0.15,DebitCard,0
TXN03058,16,1040.49,0.22,0.75,0.15,UPI,0
TXN03059,13,874.89,-0.15,0.59,0.25,CreditCard,0
TXN03060,10,533.93,-0.03,0.68,0.12,UPI,0
TXN03061,13,658.08,-0.07,0.12,0.16,CreditCard,0
TXN03062,8,715.91,-0.31,0.29,0.27,CreditCard,0
TXN03063,16,1146.87,0.31,0.28,0.27,DebitCard,0
TXN03064,22,880.47,-0.22,0.11,0.14,CreditCard,0
TXN03065,8,1173.61,-0.27,0.31,0.24,UPI,0
TXN03066,11,706.73,0.15,0.47,0.28,CreditCard,0
TXN03067,13,962.27,-0.46,0.55,0.16,DebitCard,0
TXN03068,8,948.24,0.07,0.32,0.31,CreditCard,0
TXN03069,20,893.56,-0.22,0.41,0.33,DebitCard,0
TXN03070,8,300.84,-0.41,0.69,0.22,CreditCard,0
TXN03071,9,332.74,-0.22,0.43,0.23,CreditCard,0
TXN03072,17,637.37,0.08,0.26,0.1,UPI,0
TXN03073,17,777.18,0.01,0.56,0.06,DebitCard,0
TXN03074,18,380.94,0.01,0.57,0.27,DebitCard,0
TXN03075,14,398.44,-0.42,0.16,0.21,CreditCard,0
TXN03076,16,806.05,0.27,0.79,0.09,UPI,0
TXN03077,13,548.11,0.21,0.23,0.07,UPI,0
TXN03078,8,737.6,0.35,0.12,0.06,CreditCard,0
TXN03079,9,349.72,-0.11,0.17,0.21,CreditCard,0
TXN03080,21,875.27,0.1,0.64,0.33,CreditCard,0
TXN03081,20,218.01,0.21,0.35,0.25,DebitCard,0
TXN03082,17,238.65,0.18,0.76,0.09,CreditCard,0
TXN03083,15,828.73,-0.44,0.45,0.12,DebitCard,0
TXN03084,19,1185.87,0.22,0.57,0.2,CreditCard,0
TXN03085,21,309.84,-0.36,0.47,0.08,CreditCard,0
TXN03086,19,1000.32,-0.42,0.55,0.16,DebitCard,0
TXN03087,14,266.12,-0.17,0.45,0.14,UPI,0
TXN03088,19,666.81,-0.21,0.23,0.18,UPI,0
TXN03089,18,695.56,-0.24,0.78,0.13,CreditCard,0
TXN03090,8,359.81,0.15,0.34,0.3,UPI,0
TXN03091,14,992.12,-0.15,0.74,0.12,DebitCard,0
TXN03092,16,763.83,0.13,0.32,0.24,UPI,0
TXN03093,22,223.48,0.25,0.18,0.08,CreditCard,0
TXN03094,16,963.03,0.44,0.72,0.19,CreditCard,0
TXN03095,11,267.58,-0.41,0.22,0.17,CreditCard,0
TXN03096,18,238.13,-0.21,0.71,0.15,DebitCard,0
TXN03097,16,458.95,0.47,0.36,0.23,DebitCard,0
TXN03098,11,568.43,-0.39,0.72,0.26,DebitCard,0
TXN03099,10,1111.82,0.03,0.48,0.05,CreditCard,0
TXN03100,8,530.94,-0.16,0.26,0.31,UPI,0
TXN03101,22,1075.73,-0.07,0.58,0.33,UPI,0
TXN03102,10,886.31,-0.32,0.73,0.24,DebitCard,0
TXN03103,21,737.41,-0.03,0.74,0.29,UPI,0
TXN03104,22,442.54,-0.45,0.67,0.09,UPI,0
TXN03105,11,605.71,0.29,0.72,0.14,DebitCard,0
TXN03106,15,433.1,-0.19,0.61,0.06,CreditCard,0
TXN03107,16,908.9,0.0,0.36,0.23,CreditCard,0
TXN03108,18,838.42,-0.39,0.26,0.15,UPI,0
TXN03109,17,351.14,0.3,0.44,0.21,DebitCard,0
TXN03110,15,694.17,-0.13,0.27,0.33,UPI,0
TXN03111,11,921.0,0.03,0.12,0.17,UPI,0
TXN03112,12,497.14,0.38,0.36,0.31,DebitCard,0
TXN03113,14,702.33,0.21,0.6,0.1,UPI,0
TXN03114,8,1023.87,-0.26,0.69,0.3,UPI,0
TXN03115,9,655.18,0.15,0.21,0.09,CreditCard,0
TXN03116,13,313.81,0.16,0.4,0.06,UPI,0
TXN03117,18,340.79,-0.0,0.72,0.11,CreditCard,0
TXN03118,16,857.19,0.4,0.5,0.29,CreditCard,0
TXN03119,10,671.23,-0.09,0.55,0.16,CreditCard,0
TXN03120,18,984.71,-0.22,0.52,0.2,DebitCard,0
TXN03121,18,556.33,0.4,0.7,0.19,DebitCard,0
TXN03122,21,774.55,0.26,0.28,0.2,UPI,0
TXN03123,18,1064.85,-0.25,0.52,0.15,UPI,0
TXN03124,9,979.92,-0.48,0.24,0.29,UPI,0
TXN03125,8,963.51,-0.02,0.48,0.07,UPI,0
TXN03126,14,617.45,-0.22,0.33,0.1,UPI,0
TXN03127,9,607.73,0.33,0.2,0.32,DebitCard,0
TXN03128,21,905.06,0.11,0.61,0.14,DebitCard,0
TXN03129,10,653.7,0.29,0.62,0.14,UPI,0
TXN03130,12,1003.99,0.03,0.62,0.31,CreditCard,0
TXN03131,12,1111.59,-0.48,0.44,0.2,CreditCard,0
TXN03132,8,902.65,-0.36,0.67,0.31,CreditCard,0
TXN03133,22,1076.43,-0.07,0.61,0.22,CreditCard,0
TXN03134,9,1166.55,0.43,0.16,0.11,DebitCard,0
TXN03135,8,710.78,0.0,0.37,0.27,UPI,0
TXN03136,14,434.67,0.19,0.73,0.17,DebitCard,0
TXN03137,21,763.89,-0.05,0.65,0.22,UPI,0
TXN03138,17,982.52,-0.26,0.33,0.21,CreditCard,0
TXN03139,14,357.26,-0.36,0.7,0.2,CreditCard,0
TXN03140,8,223.36,-0.01,0.25,0.16,CreditCard,0
TXN03141,15,848.7,-0.27,0.18,0.29,DebitCard,0
TXN03142,20,239.96,-0.45,0.62,0.28,CreditCard,0
TXN03143,14,944.56,-0.49,0.53,0.13,DebitCard,0
TXN03144,20,590.04,-0.25,0.63,0.3,DebitCard,0
TXN03145,20,833.29,0.35,0.57,0.17,UPI,0
TXN03146,18,430.6,0.34,0.47,0.35,UPI,0
TXN03147,14,858.4,0.11,0.41,0.16,UPI,0
TXN03148,17,781.61,0.44,0.35,0.16,UPI,0
TXN03149,10,384.25,0.5,0.34,0.34,CreditCard,0
TXN03150,21,223.62,0.31,0.73,0.14,UPI,0
TXN03151,14,685.21,-0.46,0.65,0.25,UPI,0
TXN03152,11,958.6,0.41,0.11,0.34,DebitCard,0
